Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;3,6
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;5
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
Agent;88,1
Agent;6,97
Agent;17,97
Agent;56,9
Tick;4
